status,path,class,package,runtime_impact,data_impact,permission_impact,rollback_impact,certification_evidence
M,frontend/src/components/pm/command/PmProjectSelector.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/pm/schedule/ScheduleActualsWorkspace.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/pm/schedule/ScheduleDailyWorkPlanPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/pm/sidebar/SideNavV2.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/components/pm/sidebar/domainMap.js,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
A,frontend/src/components/public/OperationalOutcomeFrame.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/public/OperationalPageFrame.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/public/OperationalPrintPageFrame.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/public/OperationalStatusBadge.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/safety/sidebar/SafetySideNavV2.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/components/shop/BackToShopLink.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/team/JobTeamRosterPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/team/MyAssignedProjectsWidget.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/transportation/TransportationOpsTopBar.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/transportation/sidebar/TransportationSideNavV2.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/components/trench/OshaCoachingBlock.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/trench/PublicTrenchHeader.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/ui/PortalStates.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
