Permanent surface ID,Portal/family,Route or launch point,Parent route,Surface type,Active/hidden/detail/public/external state,Current visual generation,Current shell,Current header,Current sidebar/navigation,Current background,Current component family,Current icon family,Current terminology,Current coaching,Current footer,Current mobile state,Current functional status,Current runtime errors,WP-17B disposition,Required migration action,Required functional repair,Target canonical components,Files affected,Dependencies,Status,Evidence,Final certification
ROUTE-0372,public_shared,/ops-training,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0373,public_shared,/ops-training/:slug,/ops-training,redirect_route,DETAIL,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0374,dev,/dev/login,/dev,route_screen,HIDDEN,LEGACY_MIXED,Legacy or portal-specific shell,Mixed / legacy header,Mixed or contextual navigation,Flat / mixed background system,DevLogin,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Pending responsive convergence,Operational; convergence verification pending,None observed in current wave or pending inspection,HIDE,INTENTIONAL_HIDE_OR_REDIRECT,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,HIDDEN,Imported from WP17C ledger · app/routing/AppRoutes.jsx,PENDING
ROUTE-0375,dev,/dev,/,route_screen,HIDDEN,LEGACY_MIXED,Legacy or portal-specific shell,Mixed / legacy header,Mixed or contextual navigation,Flat / mixed background system,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Pending responsive convergence,Intentionally hidden or internal,None observed in current wave or pending inspection,HIDE,INTENTIONAL_HIDE_OR_REDIRECT,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,HIDDEN,Imported from WP17C ledger · app/routing/AppRoutes.jsx,PENDING
ROUTE-0376,public_shared,/inspections,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0377,public_shared,/inspect/:id,/inspect,detail_route,DETAIL,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,RedirectWithId,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0378,public_shared,/inspections/:id,/inspections,detail_route,DETAIL,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,RedirectWithId,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0379,public_shared,/meetings,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0380,public_shared,/meetings/:id,/meetings,detail_route,DETAIL,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,RedirectWithId,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0381,public_shared,/incidents,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0382,public_shared,/incidents/:id,/incidents,detail_route,DETAIL,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,RedirectWithId,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0383,public_shared,/daily,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0384,public_shared,/daily/:id,/daily,detail_route,DETAIL,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,RedirectWithId,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0385,safety,/safety-portal/meetings,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0386,admin,/admin/daily-reports,/admin,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0387,admin,/admin/trench-safety-assets,/admin,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0388,public_shared,/legal/terms,/legal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,TermsOfService,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0389,public_shared,/legal/privacy,/legal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,PrivacyPolicy,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0390,public_shared,/tasks,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Tasks,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0391,public_shared,/document-expirations,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,DocumentExpirations,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
